"Date (UTC)","Timestamp (UTC)","Donald Trump","Kamala Harris","Joe Biden","Nikki Haley","Gavin Newsom","Robert F. Kennedy Jr.","Ron DeSantis","Vivek Ramaswamy","Chris Christie","Elizabeth Warren","Bernie Sanders","AOC","Other Democrat Politician","Other Republican Politician","Kanye","Michelle Obama","Hillary Clinton"
"08-10-2024 04:00","1723262402","0.4745","0.49","0.0005","0.0035","0.0005","0.006","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.013","0.0015"
"08-10-2024 05:00","1723266002","0.476","0.4895","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0175","0.0015"
"08-10-2024 06:00","1723269601","0.4765","0.49","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0165","0.0015"
"08-10-2024 07:00","1723273202","0.477","0.4895","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.017","0.0015"
"08-10-2024 08:00","1723276802","0.4765","0.4905","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0155","0.0015"
"08-10-2024 09:00","1723280401","0.4765","0.4905","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0045","0.0005","0.015","0.0015"
"08-10-2024 10:00","1723284002","0.4765","0.4905","0.0005","0.0045","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0145","0.0015"
"08-10-2024 11:00","1723287602","0.476","0.4905","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.015","0.0015"
"08-10-2024 12:00","1723291202","0.4715","0.497","0.0005","0.0035","0.0005","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.005","0.0005","0.014","0.0015"
"08-10-2024 13:00","1723294802","0.4655","0.508","0.0005","0.0035","0.0005","0.0065","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.0055","0.0005","0.0135","0.0015"
"08-10-2024 14:00","1723298402","0.4645","0.509","0.0005","0.0035","0.0005","0.0075","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0035","0.004","0.0005","0.014","0.0015"
